question,answer,cot,category
"In Alice's Wonderland dictionary, which word(s) match the pattern ""doo?""?",door,"The pattern ""doo?"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ise""?",wise,"The pattern ""?ise"" is a 4-letter word. From the Wonderland dictionary, ""wise"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?essage""?",message,"The pattern ""?essage"" is a 7-letter word. From the Wonderland dictionary, ""message"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""go???n""?",golden,"The pattern ""go???n"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""expl?res""?",explores,"The pattern ""expl?res"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tu?tle""?",turtle,"The pattern ""tu?tle"" is a 6-letter word. From the Wonderland dictionary, ""turtle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""o""?",ocean,"Words starting with ""o"": ocean (1 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ma?i?al""?",magical,"The pattern ""ma?i?al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d??r""?",door,"The pattern ""d??r"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w??ch?s""?",watches,"The pattern ""w??ch?s"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t??ough""?",through,"The pattern ""t??ough"" is a 7-letter word. From the Wonderland dictionary, ""through"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""di?covers""?",discovers,"The pattern ""di?covers"" is a 9-letter word. From the Wonderland dictionary, ""discovers"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ins?de""?",inside,"The pattern ""ins?de"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??r?en""?",garden,"The pattern ""??r?en"" is a 6-letter word. From the Wonderland dictionary, ""garden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""dr?ws""?",draws,"The pattern ""dr?ws"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?old??""?",golden,"The pattern ""?old??"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d?o?""?",door,"The pattern ""d?o?"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?oor""?",door,"The pattern ""?oor"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wonderla?d""?",wonderland,"The pattern ""wonderla?d"" is a 10-letter word. From the Wonderland dictionary, ""wonderland"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ma???al""?",magical,"The pattern ""ma???al"" is a 7-letter word. From the Wonderland dictionary, ""magical"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pa?ace""?",palace,"The pattern ""pa?ace"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?easure""?",treasure,"The pattern ""t?easure"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ra?bit""?",rabbit,"The pattern ""ra?bit"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ra?on""?",dragon,"The pattern ""?ra?on"" is a 6-letter word. From the Wonderland dictionary, ""dragon"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??cre?""?",secret,"The pattern ""??cre?"" is a 6-letter word. From the Wonderland dictionary, ""secret"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?eache?""?",teacher,"The pattern ""?eache?"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?orest""?",forest,"The pattern ""?orest"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?tud?n?""?",student,"The pattern ""?tud?n?"" is a 7-letter word. From the Wonderland dictionary, ""student"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""discove?s""?",discovers,"The pattern ""discove?s"" is a 9-letter word. From the Wonderland dictionary, ""discovers"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""r?bb??""?",rabbit,"The pattern ""r?bb??"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?at?e?""?",hatter,"The pattern ""?at?e?"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ise""?",wise,"The pattern ""?ise"" is a 4-letter word. From the Wonderland dictionary, ""wise"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""s""?","school, secret, sees, silver, story, strange, student, studies","Words starting with ""s"": school, secret, sees, silver, story, strange, student, studies (8 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s???y""?",story,"The pattern ""s???y"" is a 5-letter word. From the Wonderland dictionary, ""story"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""kin?""?",king,"The pattern ""kin?"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s???y""?",story,"The pattern ""s???y"" is a 5-letter word. From the Wonderland dictionary, ""story"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m??""?",map,"The pattern ""m??"" is a 3-letter word. From the Wonderland dictionary, ""map"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""kn?g?t""?",knight,"The pattern ""kn?g?t"" is a 6-letter word. From the Wonderland dictionary, ""knight"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a?ic?""?",alice,"The pattern ""a?ic?"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p??io?""?",potion,"The pattern ""p??io?"" is a 6-letter word. From the Wonderland dictionary, ""potion"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""disc?ve?s""?",discovers,"The pattern ""disc?ve?s"" is a 9-letter word. From the Wonderland dictionary, ""discovers"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wi?ard""?",wizard,"The pattern ""wi?ard"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mou?ta??""?",mountain,"The pattern ""mou?ta??"" is a 8-letter word. From the Wonderland dictionary, ""mountain"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""doo?""?",door,"The pattern ""doo?"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"Is the word ""near"" in Alice's Wonderland dictionary?",Yes,"Yes, ""near"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?i?ror""?",mirror,"The pattern ""?i?ror"" is a 6-letter word. From the Wonderland dictionary, ""mirror"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??y""?",key,"The pattern ""??y"" is a 3-letter word. From the Wonderland dictionary, ""key"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tea??e?""?",teacher,"The pattern ""tea??e?"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d?scove??""?",discovers,"The pattern ""d?scove??"" is a 9-letter word. From the Wonderland dictionary, ""discovers"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""anc?ent""?",ancient,"The pattern ""anc?ent"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?ea?e?""?",creates,"The pattern ""c?ea?e?"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?easure""?",treasure,"The pattern ""t?easure"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???nd""?",found,"The pattern ""???nd"" is a 5-letter word. From the Wonderland dictionary, ""found"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???er""?","tower, under","The pattern ""???er"" is a 5-letter word. From the Wonderland dictionary, 2 words match: tower, under.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b?y?n?""?",beyond,"The pattern ""b?y?n?"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mysterio??""?",mysterious,"The pattern ""mysterio??"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?nder""?",under,"The pattern ""?nder"" is a 5-letter word. From the Wonderland dictionary, ""under"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ea?""?",near,"The pattern ""?ea?"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""fo??ow?""?",follows,"The pattern ""fo??ow?"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?e""?",the,"The pattern ""t?e"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?ory""?",story,"The pattern ""s?ory"" is a 5-letter word. From the Wonderland dictionary, ""story"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""oce?n""?",ocean,"The pattern ""oce?n"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"Is the word ""village"" in Alice's Wonderland dictionary?",Yes,"Yes, ""village"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?eve?""?",clever,"The pattern ""c?eve?"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""k?ng""?",king,"The pattern ""k?ng"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ib?ary""?",library,"The pattern ""?ib?ary"" is a 7-letter word. From the Wonderland dictionary, ""library"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???ds""?",reads,"The pattern ""???ds"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?a?""?","cat, map","The pattern ""?a?"" is a 3-letter word. From the Wonderland dictionary, 2 words match: cat, map.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""st?an?e""?",strange,"The pattern ""st?an?e"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
